Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-04 00:00:00-05:00,242.8699951171875,244.11000061035156,241.25,243.00999450683594,44383900,0.0,0.0
2024-12-05 00:00:00-05:00,243.99000549316406,244.5399932861328,242.1300048828125,243.0399932861328,40033900,0.0,0.0
2024-12-06 00:00:00-05:00,242.91000366210938,244.6300048828125,242.0800018310547,242.83999633789062,36870600,0.0,0.0
2024-12-09 00:00:00-05:00,241.8300018310547,247.24000549316406,241.75,246.75,44649200,0.0,0.0
2024-12-10 00:00:00-05:00,246.88999938964844,248.2100067138672,245.33999633789062,247.77000427246094,36914800,0.0,0.0
2024-12-11 00:00:00-05:00,247.9600067138672,250.8000030517578,246.25999450683594,246.49000549316406,45205800,0.0,0.0
2024-12-12 00:00:00-05:00,246.88999938964844,248.74000549316406,245.67999267578125,247.9600067138672,32777500,0.0,0.0
2024-12-13 00:00:00-05:00,247.82000732421875,249.2899932861328,246.24000549316406,248.1300048828125,33155300,0.0,0.0
2024-12-16 00:00:00-05:00,247.99000549316406,251.3800048828125,247.64999389648438,251.0399932861328,51694800,0.0,0.0
2024-12-17 00:00:00-05:00,250.0800018310547,253.8300018310547,249.77999877929688,253.47999572753906,51356400,0.0,0.0
2024-12-18 00:00:00-05:00,252.16000366210938,254.27999877929688,247.74000549316406,248.0500030517578,56774100,0.0,0.0
2024-12-19 00:00:00-05:00,247.5,252.0,247.08999633789062,249.7899932861328,60882300,0.0,0.0
2024-12-20 00:00:00-05:00,248.0399932861328,255.0,245.69000244140625,254.49000549316406,147495300,0.0,0.0
2024-12-23 00:00:00-05:00,254.77000427246094,255.64999389648438,253.4499969482422,255.27000427246094,40858800,0.0,0.0
2024-12-24 00:00:00-05:00,255.49000549316406,258.2099914550781,255.2899932861328,258.20001220703125,23234700,0.0,0.0
2024-12-26 00:00:00-05:00,258.19000244140625,260.1000061035156,257.6300048828125,259.0199890136719,27237100,0.0,0.0
2024-12-27 00:00:00-05:00,257.8299865722656,258.70001220703125,253.05999755859375,255.58999633789062,42355300,0.0,0.0
2024-12-30 00:00:00-05:00,252.22999572753906,253.5,250.75,252.1999969482422,35557500,0.0,0.0
2024-12-31 00:00:00-05:00,252.44000244140625,253.27999877929688,249.42999267578125,250.4199981689453,39480700,0.0,0.0
2025-01-02 00:00:00-05:00,248.92999267578125,249.10000610351562,241.82000732421875,243.85000610351562,55740700,0.0,0.0
2025-01-03 00:00:00-05:00,243.36000061035156,244.17999267578125,241.88999938964844,243.36000061035156,40244100,0.0,0.0
2025-01-06 00:00:00-05:00,244.30999755859375,247.3300018310547,243.1999969482422,245.0,45045600,0.0,0.0
2025-01-07 00:00:00-05:00,242.97999572753906,245.5500030517578,241.35000610351562,242.2100067138672,40856000,0.0,0.0
2025-01-08 00:00:00-05:00,241.9199981689453,243.7100067138672,240.0500030517578,242.6999969482422,37628900,0.0,0.0
2025-01-10 00:00:00-05:00,240.00999450683594,240.16000366210938,233.0,236.85000610351562,61710900,0.0,0.0
2025-01-13 00:00:00-05:00,233.52999877929688,234.6699981689453,229.72000122070312,234.39999389648438,49630700,0.0,0.0
2025-01-14 00:00:00-05:00,234.75,236.1199951171875,232.47000122070312,233.27999877929688,39435300,0.0,0.0
2025-01-15 00:00:00-05:00,234.63999938964844,238.9600067138672,234.42999267578125,237.8699951171875,39832000,0.0,0.0
2025-01-16 00:00:00-05:00,237.35000610351562,238.00999450683594,228.02999877929688,228.25999450683594,71759100,0.0,0.0
2025-01-17 00:00:00-05:00,232.1199951171875,232.2899932861328,228.47999572753906,229.97999572753906,68488300,0.0,0.0
2025-01-21 00:00:00-05:00,224.0,224.4199981689453,219.3800048828125,222.63999938964844,98070400,0.0,0.0
2025-01-22 00:00:00-05:00,219.7899932861328,224.1199951171875,219.7899932861328,223.8300018310547,64126500,0.0,0.0
2025-01-23 00:00:00-05:00,224.74000549316406,227.02999877929688,222.3000030517578,223.66000366210938,60234800,0.0,0.0
2025-01-24 00:00:00-05:00,224.77999877929688,225.6300048828125,221.41000366210938,222.77999877929688,54619500,0.0,0.0
